Indicação Fiscal;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria
94.242.004;51.1.0026.0084; 01/06/2015 ; 31/08/2015 ; 07/11/2017 ;SOFIA WINKLEWSKI DYMINSKI;425;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.768;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;33,00;0;0,00;33,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.006;51.1.0026.0070; 01/06/2015 ; 31/08/2015 ; 07/11/2017 ;SOFIA WINKLEWSKI DYMINSKI;435;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.776;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;33,00;0;0,00;33,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.007;51.1.0026.0062; 01/06/2015 ; 31/08/2015 ; 07/11/2017 ;SOFIA WINKLEWSKI DYMINSKI;443;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.774;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;33,00;0;0,00;33,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.011;51.1.0026.0034; 01/06/2015 ; 31/08/2015 ; 21/12/2017 ;SOFIA WINKLEWSKI DYMINSKI;473;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.770;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;42,60;0;0,00;42,60;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.012;51.1.0026.0028; 01/06/2015 ; 31/08/2015 ; 21/12/2017 ;SOFIA WINKLEWSKI DYMINSKI;481;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.772;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";184,29;42,60;0;0,00;42,60;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.021;51.1.0026.0204; 01/06/2015 ; 31/08/2015 ; 21/12/2017 ;DAVID BODZIAK;1.426;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.750;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;42,60;0;0,00;42,60;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.023;51.1.0026.0220; 01/06/2015 ; 31/08/2015 ; 21/12/2017 ;DAVID BODZIAK;1.440;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.756;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;33,00;0;0,00;33,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.024;51.1.0026.0228; 01/06/2015 ; 31/08/2015 ; 21/12/2017 ;DAVID BODZIAK;1.446;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.760;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;33,00;0;0,00;33,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
94.242.026;51.1.0026.0240; 01/06/2015 ; 31/08/2015 ; 21/12/2017 ;DAVID BODZIAK;1.460;CACHOEIRA;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Boa Vista;1;1;0;335.748;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";126,00;42,60;0;0,00;42,60;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DOUGLAS ROBERTO HEIM LASS;PR0000004815D;RIZZATTO & RIZZATTO LTDA;;;
15.048.024;30.0.0009.0380; 01/07/2015 ; 29/09/2015 ; 04/11/2019 ;FRANCISCO NADOLNY;249;CAMPINA DO SIQUEIRA;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;2;1;0;336.379;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";387,50;264,40;0;0,00;264,40;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
19.093.026;59.1.0007.0102; 01/07/2015 ; 29/09/2015 ; 28/11/2019 ;TEÓFILO TREICIK;135;ORLEANS;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;2;1;1;336.370;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";352,80;229,09;0;0,00;229,09;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
19.164.008;59.1.0025.0370; 01/07/2015 ; 29/09/2015 ;;VIRGINIA DALABONA;400;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;2;0;336.376;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";396,00;166,50;0;0,00;166,50;0,00;0;0;LEANDRO ANTONIO BELINOVSKI;PR0000102799D;LEANDRO ANTONIO BELINOVSKI;PR0000102799D;;;;
24.054.021;08.1.0057.0316; 01/07/2015 ; 29/09/2015 ;;CHILE;452;REBOUÇAS;ZUM - ZONA DE USO MISTO 3;Unidade Regional Matriz;1;0;1;336.386;COMÉRCIO E SERVIÇO VICINAL;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";407,00;99,00;0;0,00;99,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;MARIO CESAR WOLF RIGOTTI ALICE;PR0000003290D;;;;
25.075.001;30.0.0058.0064; 01/07/2015 ; 29/09/2015 ; 14/09/2018 ;FERDINANDO DARIF;510;CAMPINA DO SIQUEIRA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Santa Felicidade;1;0;1;336.374;COMÉRCIO E SERVIÇO DE BAIRRO;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";789,80;237,18;0;0,00;237,18;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;SYONARA PATRICIA THOMÉ BEIRA DA SILVA;PR0000024766D;;;;
39.170.011;60.1.0089.0220; 01/07/2015 ; 29/09/2015 ; 15/02/2016 ;PEDRO CHARNESKI;21;SÃO BRAZ;ZUCII - ZONA DE URBANIZAÇÃO CONSOLIDADA II - APA PASSAÚNA;Unidade Regional Santa Felicidade;2;1;0;336.358;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";360,00;272,32;0;0,00;272,32;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
41.042.007;09.1.0045.0122; 01/07/2015 ; 30/08/2015 ;;ALCEBÍADES PLAISANT;374;ÁGUA VERDE;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;0;1;;336.355;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";336,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
48.023.032;21.6.0125.0152; 01/07/2015 ; 29/09/2015 ; 20/07/2016 ;CORONEL CARLOS BARDELLI;183;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;3;0;336.368;HABITAÇÃO UNIFAMILIAR;"******; Edícula / Dependência";CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";479,50;301,76;0;0,00;216,69;0,00;0;0;OLIVIO DOMINGUES DE AZEVEDO;PR0000014483D;OLIVIO DOMINGUES DE AZEVEDO;PR0000014483D;;;;
55.008.021;47.1.0010.0710; 01/07/2015 ; 29/09/2015 ;;LAURO MALLIN;390;CASCATINHA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;3;0;336.377;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.600,00;510,02;0;0,00;141,55;0,00;0;0;ANTONIO JOSE GABRIEL;SC0000029547D;ANTONIO JOSE GABRIEL;SC0000029547D;;;;
63.028.003;27.0.0013.0054; 01/07/2015 ; 30/08/2015 ; 20/07/2018 ;ANTÔNIO PIETRUZA;96;PORTÃO;EE-3 - EIXO ESTRUTURAL SUL;Unidade Regional Portao;0;1;;336.359;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";876,45;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
63.121.023;27.3.0013.0320; 01/07/2015 ; 30/08/2015 ; 15/10/2020 ;PADRE LEONARDO NUNES;180;PORTÃO;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;0;0;0;336.360;;;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";10.380,00;0,00;0;0,00;0,00;0,00;0;0;;;;;;;;
71.070.009;32.0.0047.0164; 01/07/2015 ; 29/09/2015 ;;CAPITÃO CARLOS HENRIQUE CASTOR;525;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;5;0;336.378;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";787,31;782,83;0;0,00;782,83;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
74.052.008;34.1.0129.0286; 01/07/2015 ; 29/09/2015 ;;JOÃO HAVRO;1.246;BOA VISTA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;3;0;336.382;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";432,00;384,51;0;0,00;384,51;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;PAULO SEN LEE;PR0000022064D;;;;
83.385.007;66.3.0068.0592; 01/07/2015 ; 29/09/2015 ; 26/05/2020 ;CIDADE ALTO PARANÁ;93;PINHEIRINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Pinheirinho;1;1;0;336.366;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";400,00;300,06;0;0,00;300,06;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;MARIZIA CLAUDIA DINIZ DE CASTRO;PR0000030880D;;;;
83.516.015;73.0.0001.0504; 01/07/2015 ; 29/09/2015 ;;VEREADOR ANGELO BURBELLO;1.356;UMBARÁ;ZROC-1 - ZONA RESIDENCIAL DE OCUPAÇÃO CONTROLADA 1;Unidade Regional Bairro Novo;2;1;0;336.388;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";40.837,50;226,58;0;0,00;226,58;0,00;0;0;IVO HOFFMANN;PR0000012544D;IVO HOFFMANN;PR0000012544D;;;;
84.533.026;65.4.0076.0160; 01/07/2015 ; 29/09/2015 ; 28/08/2015 ;ZILDA MARIA ABBAGE;21;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;2;1;0;336.385;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;167,11;0;0,00;167,11;0,00;0;0;CRISTIANE SZWEC GONÇALVES;PR0000062071D;CRISTIANE SZWEC GONÇALVES;PR0000062071D;;;;
85.574.012;74.3.0038.0090; 01/07/2015 ; 29/09/2015 ;;JAIME JOSÉ VOJCIECHOVSKI;199;TATUQUARA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Tatuquara;2;1;1;336.373;"COMÉRCIO E SERVIÇO SETORIAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";140,00;138,50;0;0,00;138,50;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
85.614.016;74.3.0056.0136; 01/07/2015 ; 29/09/2015 ; 16/12/2015 ;FRANCISCO JOSÉ BOZZA;159;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;336.367;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";150,00;72,70;0;0,00;72,70;0,00;0;0;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;;;;
87.076.015;74.4.0138.0264; 01/07/2015 ; 29/09/2015 ; 10/09/2015 ;PRESIDENTE JOAO GOULART;1.167;TATUQUARA;ZROI - ZONA RESIDENCIAL DE OCUPAÇÃO INTEGRADA;Unidade Regional Tatuquara;1;1;0;336.363;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";13.179,07;40,75;0;0,00;40,75;0,00;0;0;RUI LUIZ LAMMEL;PR0000016704D;RUI LUIZ LAMMEL;PR0000016704D;;;;
87.076.022;74.4.0075.0170; 01/07/2015 ; 29/09/2015 ;;PRESIDENTE JOAO GOULART;1.495;TATUQUARA;ZROI - ZONA RESIDENCIAL DE OCUPAÇÃO INTEGRADA;Unidade Regional Tatuquara;2;1;0;336.364;CONJUNTO HABITACIONAL DE RESIDENCIAS ISOLADAS;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";35.097,01;132,89;0;0,00;132,89;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;MAURO BATISTA GOMES;PR0000115668D;;;;
87.346.006;75.1.0006.2882; 01/07/2015 ; 29/09/2015 ; 20/04/2017 ;CYRO CORREIA PEREIRA;550;CIDADE INDUSTRIAL;ZI - ZONA INDUSTRIAL;Unidade Regional CIC;1;0;1;336.384;INDÚSTRIA;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";59.975,70;24.179,05;0;0,00;144,84;0,00;0;0;SHEILA LUCIANI MARTIS DUGATTO;A0461806;RODRIGO PANEK;;;;;
87.592.012;71.6.0085.0318; 01/07/2015 ; 29/09/2015 ; 28/10/2015 ;JOAQUIM BERTHOLDI;895;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;336.361;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;80,00;0;0,00;80,00;0,00;0;0;EMERSON CLEBIS DE OLIVEIRA;PR0000086770D;EMERSON CLEBIS DE OLIVEIRA;PR0000086770D;;;;
87.626.017;71.6.0121.0146; 01/07/2015 ; 29/09/2015 ; 25/09/2015 ;ROGÉRIO ZARA DO AMARAL;285;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;0;336.372;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,00;78,90;0;0,00;78,90;0,00;0;0;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;RAFAEL MASSAMITI NAKADAIRA;PR0000081853D;;;;
91.107.062;50.0.0022.0046; 01/07/2015 ; 29/09/2015 ; 16/05/2016 ;ABILIO SEBASTIAO DA SILVA;59;ABRANCHES;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;1;1;0;336.371;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";525,00;180,62;0;0,00;180,62;0,00;0;0;MARIZIA CLAUDIA DINIZ DE CASTRO;PR0000030880D;MARIZIA CLAUDIA DINIZ DE CASTRO;PR0000030880D;;;;
25.027.026;30.0.0031.0130; 01/09/2015 ; 30/11/2015 ; 26/11/2015 ;MONSENHOR IVO ZANLORENZI;491;CAMPINA DO SIQUEIRA;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional Santa Felicidade;1;1;0;337.742;HABITAÇÃO UNIFAMILIAR;Edícula / Dependência;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";507,00;394,07;0;0,00;143,00;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
38.035.010;36.3.0005.0150; 01/09/2015 ; 30/11/2015 ;;ALBINO KAMINSKI;286;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;3;4;337.727;"COMÉRCIO E SERVIÇO VICINAL; HABITAÇÃO UNIFAMILIAR";******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;390,30;0;0,00;390,30;0,00;0;0;CARLOS ALBERTO BARROS;PR0000026757D;CARLOS ALBERTO BARROS;PR0000026757D;;;;
43.054.034;28.0.0044.0026; 01/09/2015 ; 30/11/2015 ;;PROFESSOR GUIDO STRAUBE;545;VILA IZABEL;ZR4 - ZONA RESIDENCIAL 4;Unidade Regional Portao;8;1;0;337.718;HABITAÇÃO COLETIVA;******;REFORMA E AMPLIAÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";756,00;3.289,38;0;0,00;17,50;75,95;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
48.062.029;21.6.0077.0270; 01/09/2015 ; 30/11/2015 ;;PROGÊNITO MACHUCA;109;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;1;1;0;337.734;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";308,00;119,75;0;0,00;119,75;0,00;0;0;SEVERINO PEREIRA DE LIMA;;SEVERINO PEREIRA DE LIMA;;;;;
48.138.023;21.2.0017.0120; 01/09/2015 ; 30/11/2015 ;;ESPER JORGE CHUERI;1.862;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;2;1;0;337.729;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";575,00;196,56;0;0,00;196,56;0,00;0;0;GILSON LATUF;PR0000010543D;GILSON LATUF;PR0000010543D;;;;
54.065.011;35.0.0056.0306; 01/09/2015 ; 30/11/2015 ;;NOSSA SENHORA DA LUZ;223;BACACHERI;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;0;1;337.720;COMÉRCIO VICINAL - 2;LANCHONETE;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";1.066,02;138,11;0;0,00;138,11;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
57.016.032;63.0.0039.0160; 01/09/2015 ; 30/11/2015 ;;RUY DE SANTIS;44;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;1;0;337.747;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";445,20;146,07;0;0,00;146,07;0,00;0;0;MARILENE BESPALHOK;PR0000028809D;MARILENE BESPALHOK;PR0000028809D;;;;
57.050.069;63.0.0005.0220; 01/09/2015 ; 30/11/2015 ;;LEÃO ZEIGELBOIM;246;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;2;0;337.748;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";603,92;393,67;0;0,00;393,67;0,00;0;1;JOAO ROBERTO BRANDAO;PR0000021726D;JOAO ROBERTO BRANDAO;PR0000021726D;;;;
58.117.027;36.3.0036.0420; 01/09/2015 ; 30/11/2015 ; 30/01/2017 ;RIO ARAGUARI;1.725;BAIRRO ALTO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;4;0;337.722;HABITAÇÃO UNIFAMILIAR EM SÉRIE;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";500,00;397,19;0;0,00;397,19;0,00;0;0;DANYLO SPIACCI;PR0000083487D;DANYLO SPIACCI;PR0000083487D;;;;
72.082.010;33.1.0016.0124; 01/09/2015 ; 30/11/2015 ; 25/10/2016 ;PADRE BERNARDO PEIRICK;295;SÃO LOURENÇO;ZR1 - ZONA RESIDENCIAL 1;Unidade Regional Boa Vista;1;1;0;337.724;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";403,85;87,15;0;0,00;87,15;0,00;0;0;NICOLAS A REJAILE JUNIOR;PR0000019738D;NICOLAS A REJAILE JUNIOR;PR0000019738D;REJAILE ENGENHARIA E CONSTRUCAO CIVIL LTDA;;;
77.003.013;63.5.0033.0176; 01/09/2015 ; 30/11/2015 ; 22/04/2016 ;WANDA WOLF;109;SANTA FELICIDADE;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;0;337.746;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";799,00;109,24;0;0,00;109,24;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
82.279.010;57.0.0090.0160; 01/09/2015 ; 30/11/2015 ; 12/11/2015 ;MENINO JESUS;732;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;1;0;337.745;HABITAÇÃO UNIFAMILIAR;******;CONSTRUÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";434,00;311,38;0;0,00;311,38;0,00;0;1;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;;;;
82.720.015;65.3.0084.0198; 01/09/2015 ; 31/10/2015 ; 26/10/2015 ;ANA ALZIRA PEREIRA;85;SÍTIO CERCADO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;0;1;0;337.737;HABITAÇÃO UNIFAMILIAR;******;DEMOLIÇÃO;"Alvenaria; Concreto; Madeira; Metálico; Mista; Outros Materiais";160,40;0,00;0;0,00;42,41;0,00;0;0;;;;;;;;
