INDFISCAL;Inscrição Imobiliária;Data Criação Alvará;Data Início Obra;Data Conclusão Obra;Logradouro;Número;Bairro;Grupo Zoneamento;Abrangência;Quantidade Pavimentos;Quantidade de Unidades Residênciais;Quantidade Unidades Não Residênciais;Número Alvará;Uso(s) Alvará;Sub-Uso(s) Alvará;Finalidade;Material(is);Metragem Área Remanescente;Metragem Construída Lote;Número de CAPACs Utilizadas;ACA-Área Adicional de Construção;Área Liberada;Metragem Área Reforma Alvará;Quantidade Blocos Alvará;Quantidade Sub-Solo Alvará;Autor do Projeto;Número Registro Crea/Cau AU;Responsável Técnico;Número Registro Crea/Cau RT;Firma Construtora;Número CVCO;Tipo Vistoria;Data Vistoria;Área Vistoria
69.171.034;68.0.0018.0460; 18/02/2020 ; 18/05/2020 ;;AUGUSTO BECK;84;AUGUSTA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;1;1;0;367.090;;******;CONSTRUÇÃO;;122,50;33,15;0;0,00;33,15;0,00;0;0;IRINEU CELSO DE SANT ANA;A0245194;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409515;Total; 02/04/2025 ;33,15
69.171.035;68.0.0018.0018; 17/02/2020 ; 18/05/2020 ;;OSIEL FONSECA DE SOUZA;259;AUGUSTA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;1;1;0;367.049;;******;CONSTRUÇÃO;;175,00;33,15;0;0,00;33,15;0,00;0;0;IRINEU CELSO DE SANT ANA;A0245194;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;409512;Total; 02/04/2025 ;33,15
72.046.003;14.0.0036.0084; 12/12/2022 ; 12/03/2023 ;;NEWTON FRANÇA BITTENCOURT;446;AHÚ;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Matriz;2;1;;390.084;;******;CONSTRUÇÃO;;325,00;347,53;;0,00;347,53;0,00;0;0;PRISCILA MEI MINKU;A0569097;RAFAEL LUIS GRUBER;PR0000138404D;;409492;Total; 02/04/2025 ;347,53
81.126.006;41.2.0003.0154; 06/09/2023 ; 05/12/2023 ;;PADRE MANUEL DA NÓBREGA;1.584;NOVO MUNDO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 11 - S. SUL-AIB3;Unidade Regional Pinheirinho;1;1;;396.178;;"******; Edícula";CONSTRUÇÃO;;480,00;240,19;;0,00;240,19;0,00;0;0;LUIZ CLAUDIO MELLO ADAM;PR0000018374D;LUIZ CLAUDIO MELLO ADAM;PR0000018374D;;409542;Total; 02/04/2025 ;240,19
81.479.041;66.1.0012.0326; 13/11/2024 ; 11/02/2025 ;;LUCIANO PIUZZI;555;PINHEIRINHO;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 12 - S. SUL-AIB3;Unidade Regional Pinheirinho;2;1;;406.343;;Conjunto Habitacional;CONSTRUÇÃO;;55.940,83;195,52;;0,00;195,52;0,00;0;0;RENATA PINTOR DOS REIS;A0238694;RENATA PINTOR DOS REIS;A0238694;;409532;Total; 02/04/2025 ;195,52
81.777.005;66.2.0123.0174; 21/11/2024 ; 19/02/2025 ;;MAJOR EULALIO DUDEK;62;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;1;2;;406.525;;******;CONSTRUÇÃO;;160,00;96,00;;0,00;96,00;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;409536;Total; 02/04/2025 ;96,00
87.860.009;75.1.0010.0116; 12/05/2015 ; 10/08/2015 ;;VICTORIO ESTEVAM;684;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;0;335.228;;******;CONSTRUÇÃO;;260,26;93,80;0;0,00;93,80;0,00;0;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409526;Total; 02/04/2025 ;93,80
87.861.005;75.1.0011.0176; 12/05/2015 ; 10/08/2015 ;;ARION FERNANDES;47;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.230;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409528;Total; 02/04/2025 ;93,80
87.862.003;75.1.0012.0196; 12/05/2015 ; 10/08/2015 ;;ALFREDO NIDIO ERDMANN;31;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.232;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409537;Total; 02/04/2025 ;93,80
87.862.006;75.1.0012.0174; 12/05/2015 ; 10/08/2015 ;;ALFREDO NIDIO ERDMANN;55;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.236;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409540;Total; 02/04/2025 ;93,80
87.863.015;75.1.0013.0302; 20/05/2015 ; 18/08/2015 ;;MARCOS ROBERTO OLESKOWICZ;600;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.459;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409534;Total; 02/04/2025 ;93,80
87.863.019;75.1.0013.0274; 20/05/2015 ; 18/08/2015 ;;MARCOS ROBERTO OLESKOWICZ;572;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.473;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409538;Total; 02/04/2025 ;93,80
87.863.043;75.1.0013.0046; 20/05/2015 ; 18/08/2015 ;;JOSÉ RODRIGUES PINHEIRO;2.339;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;0;335.469;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;0;0;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409535;Total; 02/04/2025 ;93,80
87.866.010;75.1.0016.0060; 20/05/2015 ; 18/08/2015 ;;OSMAR LIPINSKI;24;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.458;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409529;Total; 02/04/2025 ;93,80
64.104.004;38.0.0017.0314; 05/12/2024 ; 05/03/2025 ;;PROFESSOR JOÃO SOARES BARCELOS;175;HAUER;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 12 - S. SUL-AIB3;Unidade Regional Boqueirao;2;1;;406.921;;******;CONSTRUÇÃO;;480,00;273,22;;0,00;273,22;0,00;0;0;WELLINGTON DA SILVA LUTZ;PR0000185454D;WELLINGTON DA SILVA LUTZ;PR0000185454D;;410303;Total; 02/05/2025 ;273,22
82.180.186;57.2.0093.0024; 29/07/2022 ; 27/10/2022 ;;FRANCISCO DEROSSO;3.184;XAXIM;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;;1;386.666;;******;CONSTRUÇÃO;;503,69;690,60;;0,00;690,60;0,00;0;0;ANTONIO CARLOS DOMANSKI JUNIOR;A0527459;PAULO ROBERTO FRAIZ DE CAMARGO;PR0000074646D;;410300;Total; 02/05/2025 ;690,60
82.301.017;56.0.0067.0092; 07/10/2022 ; 05/01/2023 ;;25 DE AGOSTO;774;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;4;;388.482;;******;CONSTRUÇÃO;;480,00;480,79;;0,00;135,04;0,00;0;0;DANIELI CRISTINA ALBERTO ROMANOWSKI;PR0000067537D;DANIELI CRISTINA ALBERTO ROMANOWSKI;PR0000067537D;;410307;Parcial; 02/05/2025 ;135,04
86.132.028;56.2.0045.0230; 29/04/2024 ; 28/07/2024 ;;DOUTOR SIMÃO KOSSOBUDSKI;1.510;BOQUEIRÃO;ZS1 - ZONA DE SERVIÇOS 1;Unidade Regional Boqueirao;1;;1;401.117;;******;CONSTRUÇÃO;;783,75;444,43;;0,00;444,43;0,00;0;0;CAMILLE INES SELEME;A1356550;CAMILLE INES SELEME;A1356550;;410304;Total; 02/05/2025 ;444,43
86.182.024;56.5.0025.0390; 24/03/2022 ; 22/06/2022 ;;ARTHUR MANOEL IWERSEN;795;BOQUEIRÃO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boqueirao;2;6;;383.848;;******;CONSTRUÇÃO;;770,00;683,10;;0,00;683,10;0,00;0;0;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;RUDI VALDEMAR REINER JUNIOR;PR0000062350D;;410302;Total; 02/05/2025 ;683,10
86.376.037;56.1.0025.0064; 09/01/2024 ; 08/04/2024 ;;DAS CARMELITAS;1.723;BOQUEIRÃO;ZS1 - ZONA DE SERVIÇOS 1;Unidade Regional Boqueirao;2;;1;398.690;;******;CONSTRUÇÃO;;1.375,00;943,48;;0,00;943,48;0,00;0;0;CAMILLE INES SELEME;A1356550;CAMILLE INES SELEME;A1356550;;410301;Total; 02/05/2025 ;943,48
86.434.019;64.1.0009.0152; 20/09/2024 ; 19/12/2024 ;;VEREADOR ANTONIO GIACOMASSI;87;ALTO BOQUEIRÃO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Boqueirao;2;;5;404.999;;******;CONSTRUÇÃO;;431,10;382,04;;0,00;382,04;0,00;0;0;ADRIANA DE CAMPOS;PR0000158473D;ADRIANA DE CAMPOS;PR0000158473D;;410305;Total; 02/05/2025 ;382,04
19.135.033;59.1.0054.0234; 01/08/2023 ; 30/10/2023 ;;ALBERTO PANEK;220;ORLEANS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;2;3;;395.226;;******;CONSTRUÇÃO;;1.150,60;571,16;;0,00;190,60;0,00;0;0;JOAO VICTOR MURARO;A0145901;ROBSON ALAN RODRIGUES;PR0000143577D;;411037;Parcial; 02/06/2025 ;190,60
32.055.020;04.0.0021.0354; 13/11/2024 ; 11/02/2025 ;;JOÃO GUALBERTO;1.156;ALTO DA GLÓRIA;EE-1 - EIXO ESTRUTURAL NORTE;Unidade Regional Matriz;1;1;;406.342;;******;AMPLIAÇÃO;;493,29;260,61;;0,00;44,85;0,00;0;0;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;;411045;Total; 02/06/2025 ;44,85
33.047.022;12.1.0052.0502; 10/05/2022 ; 08/08/2022 ;;FERNANDO SIMAS;1.512;MERCÊS;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;4;11;;384.827;;******;CONSTRUÇÃO;;432,00;1.079,30;;0,00;1.079,30;0,00;0;0;KEYLA SARUEM KINDER BENVEGNU;A0550892;GIANI LUIS DAMO BENVEGNU;PR0000067103D;;411054;Total; 02/06/2025 ;1.079,30
74.086.015;34.0.0095.0028; 09/10/2024 ; 07/01/2025 ;;LEÃO SALLUM;793;BOA VISTA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;3;;405.454;;******;CONSTRUÇÃO;;499,50;370,74;;0,00;247,16;0,00;0;0;WILSON FERREIRA DE ALMEIDA JUNIOR;PR0000082060D;WILSON FERREIRA DE ALMEIDA JUNIOR;PR0000082060D;;411049;Parcial; 02/06/2025 ;247,16
93.053.008;32.3.0044.0120; 27/01/2025 ; 27/04/2025 ;;WALTER SOARES FERNANDES;35;PILARZINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;407.982;;******;CONSTRUÇÃO;;481,20;212,50;;0,00;212,50;0,00;0;0;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;;411040;Total; 02/06/2025 ;212,50
94.211.034;34.1.0158.0050; 05/09/2024 ; 04/12/2024 ;;MARECHAL ANOR TEIXEIRA DOS SANTOS;677;BOA VISTA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;64;;404.617;;Conjunto Habitacional;AMPLIAÇÃO;;4.288,87;3.112,59;;0,00;332,39;0,00;0;0;JOSE CANTIDIO SILVEIRA;A0802743;JOSE CANTIDIO SILVEIRA;A0802743;;411052;Total; 02/06/2025 ;332,39
48.016.019;21.6.0112.0372; 05/08/2024 ; 03/11/2024 ;;SALVADOR;149;CAJURU;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Cajuru;3;1;;403.739;;******;CONSTRUÇÃO;;600,00;506,17;;0,00;506,17;0,00;0;0;OSVALDO ELIAS SOAR;PR0000010644D;OSVALDO ELIAS SOAR;PR0000010644D;;407503;Total; 03/01/2025 ;506,17
48.092.012;22.1.0046.0350; 18/01/2023 ; 18/04/2023 ;;PROFESSOR JOÃO DOETZER;643;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;;1;390.805;;******;CONSTRUÇÃO;;337,00;300,03;;0,00;300,03;0,00;0;0;ANTONIO CARLOS LUZZI;PR0000006599D;ANTONIO CARLOS LUZZI;PR0000006599D;;407489;Total; 03/01/2025 ;300,03
68.005.038;22.1.0068.0430; 14/03/2024 ; 12/06/2024 ;;TENENTE BRIGADEIRO FRANCISCO DE ASSIS CORREA DE MELLO;953;JARDIM DAS AMÉRICAS;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Cajuru;2;1;;400.132;;******;CONSTRUÇÃO;;2.940,00;576,76;;0,00;576,76;0,00;0;0;GILBERTO KEN ICHI INOUE;A0142506;ELIANE LIMA DE OLIVEIRA;PR0000027180D;;407501;Total; 03/01/2025 ;576,76
72.081.046;33.1.0026.0938; 06/10/2023 ; 04/01/2024 ;;WALTER GUIMARÃES DA COSTA;86;SÃO LOURENÇO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;4;;396.841;;******;CONSTRUÇÃO;;581,76;834,70;;0,00;834,70;0,00;0;0;EDSON JOSE DE SOUZA;PR0000065814D;EDSON JOSE DE SOUZA;PR0000065814D;;407513;Total; 03/01/2025 ;834,70
89.529.033;74.6.0002.0288; 19/08/2024 ; 19/11/2024 ;;IRMÃ FAUSTINA KOWALSKA;424;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.147;;******;CONSTRUÇÃO;;126,00;33,00;0;0,00;33,00;0,00;0;0;RICARDO SERRAGLIO POLUCHA;A0288314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;407508;Total; 03/01/2025 ;33,00
89.814.024;76.4.0091.0320; 02/10/2024 ; 31/12/2024 ;;WALTER JOSÉ WUNDERLICH JÚNIOR;990;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;1;;405.281;;******;;;160,00;171,13;;0,00;171,13;0,00;0;0;SHIRLEY GONÇALVES DE LIMA;PR0000204265D;SHIRLEY GONÇALVES DE LIMA;PR0000204265D;;407516;Total; 03/01/2025 ;171,13
89.935.039;74.7.0017.0362; 19/08/2024 ; 19/11/2024 ;;LUCIO HALAS;27;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;404.118;;******;CONSTRUÇÃO;;126,00;37,24;0;0,00;37,24;0,00;0;0;RICARDO SERRAGLIO POLUCHA;A0288314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;407515;Total; 03/01/2025 ;37,24
89.939.017;74.7.0021.0158; 03/05/2024 ; 03/08/2024 ;;LUCIO HALAS;168;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;1;0;401.272;;******;CONSTRUÇÃO;;188,17;33,00;0;0,00;33,00;0,00;0;0;RICARDO SERRAGLIO POLUCHA;A0288314;DIDIO SANTOS NETO;PR0000099776D;COMPANHIA DE HABITACAO POPULAR DE CURITIBA - COHAB-CT;407514;Total; 03/01/2025 ;33,00
23.008.045;10.0.0020.0414; 15/05/2024 ; 13/08/2024 ;;GUTEMBERG;300;BATEL;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO BATEL;Unidade Regional Matriz;10;32;;401.590;;******;CONSTRUÇÃO;;1.487,20;7.234,92;;0,00;7.234,92;0,00;0;0;CLODUALDO DE S PINHEIRO JUNIOR;;HENRIQUE COSTA BALLAO;PR0000034178D;COSTAGUERRA PARTICIPACOES E CONSTRUCOES CIVIS LTDA;408185;Total; 03/02/2025 ;7.234,92
78.252.001;55.0.0058.0234; 09/05/2023 ; 07/08/2023 ;;ARCÉSIO CORREIA LIMA;515;ATUBA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Boa Vista;2;1;;393.303;;******;CONSTRUÇÃO;;742,00;134,60;;0,00;134,60;0,00;0;0;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;VITORIO OSCAR CAMARANI PENTEADO;PR0000017414D;;408156;Total; 03/02/2025 ;134,60
81.401.311;66.2.0045.1284; 05/11/2021 ; 03/02/2022 ;;ANDRÉ MATTE;10;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;2;1;;380.287;;Conjunto Habitacional;CONSTRUÇÃO;;17.017,34;149,30;;0,00;149,30;0,00;0;0;RAYANE FERNANDES DA SILVA;A1490109;ANTONIO VALMOR JUNKES;PR0000032577D;;408190;Total; 03/02/2025 ;149,30
81.772.007;66.2.0114.0048; 30/08/2023 ; 28/11/2023 ;;FRANCISCO BARBOSA;267;PINHEIRINHO;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Pinheirinho;2;2;;395.961;;******;CONSTRUÇÃO;;151,72;159,36;;0,00;159,36;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES;PR0000032577D;;408166;Total; 03/02/2025 ;159,36
82.009.018;39.0.0019.0380; 18/12/2024 ; 18/03/2025 ;;CORONEL ANIBAL DOS SANTOS;450;FANNY;ZT-LV - ZONA DE TRANSIÇÃO LINHA VERDE - 11 - S. SUL-AIB3;Unidade Regional Pinheirinho;1;1;;407.337;;******;CONSTRUÇÃO;;600,00;127,34;;0,00;127,34;0,00;0;0;ALCEURICO CARVALHO SANTANA;PR99319D;ALCEURICO CARVALHO SANTANA;PR99319D;;408189;Total; 03/02/2025 ;127,34
83.493.219;66.3.0044.0170; 09/06/2010 ; 08/09/2010 ;;DILERMANDO PEREIRA DE ALMEIDA;255;PINHEIRINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Pinheirinho;2;1;0;295.058;;******;CONSTRUÇÃO;;16.562,77;3.471,25;0;0,00;78,91;0,00;0;0;DIEGO FELIPE MADEIRA;PR0000092372D;DIEGO FELIPE MADEIRA;PR0000092372D;;408186;Total; 03/02/2025 ;78,91
84.865.020;72.0.0029.0250; 27/03/2024 ; 25/06/2024 ;;RAPHAEL COSTA BLANCO;630;GANCHINHO;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Bairro Novo;1;2;;400.419;;******;;;222,69;141,12;;0,00;141,12;0,00;0;0;LUCIANO PEREIRA DINIZ;PR0000183149D;LUCIANO PEREIRA DINIZ;PR0000183149D;;408150;Total; 03/02/2025 ;141,12
85.078.002;41.1.0087.0144; 05/03/2024 ; 03/06/2024 ;;LAUDELINO FERREIRA LOPES;486;NOVO MUNDO;ECO - EIXO CONECTOR OESTE 2;Unidade Regional Pinheirinho;4;18;;399.830;;******;CONSTRUÇÃO;;357,50;581,17;;0,00;581,17;0,00;0;0;HENRIQUE WOLLZ NETTO;A0912808;HENRIQUE WOLLZ NETTO;A0912808;;408157;Total; 03/02/2025 ;581,17
87.576.044;71.6.0067.0438; 22/01/2025 ; 22/04/2025 ;;LUIZ RENATO XAVIER DE MIRANDA;34;CAMPO DE SANTANA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;2;1;;407.893;;******;;;160,00;268,40;;0,00;268,40;0,00;0;0;SAMUEL OLIVEIRA DA SILVA;RJ861035900D;SAMUEL OLIVEIRA DA SILVA;RJ861035900D;;408164;Total; 03/02/2025 ;268,40
89.643.028;76.4.0004.0220; 29/10/2024 ; 27/01/2025 ;;IZABELA VEIGA KULCHESKI;30;CIDADE INDUSTRIAL;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional CIC;2;2;;405.975;;"******; Edícula";CONSTRUÇÃO;;180,00;185,61;;0,00;185,61;0,00;0;0;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;ANTONIO VALMOR JUNKES JUNIOR;PR0000032577D;;408183;Total; 03/02/2025 ;185,61
89.937.020;74.7.0019.0322; 16/10/2024 ; 14/01/2025 ;;IRMÃ ELEONORA DE SOUZA;130;TATUQUARA;SEHIS - SETOR ESPECIAL DE HABITAÇÃO DE INTERESSE SOCIAL;Unidade Regional Tatuquara;1;2;;405.668;;******;CONSTRUÇÃO;;126,00;75,60;;0,00;75,60;0,00;0;0;GABRIEL RIBAS;PR0000179544D;GABRIEL RIBAS;PR0000179544D;;408161;Total; 03/02/2025 ;75,60
19.107.054;69.0.0002.0730; 05/08/2022 ; 05/11/2022 ;;CURITIBA PONTA GROSSA BR-277;7.291;RIVIERA;ZOO - ZONA DE OCUPAÇÃO ORIENTADA - APA PASSAÚNA;Unidade Regional CIC;2;1;;386.874;;Conjunto Habitacional;CONSTRUÇÃO;;207.768,73;809,56;;0,00;809,56;0,00;0;0;MAURICIO MELARA;A0215740;SYONARA PATRICIA THOMÉ BEIRA DA SILVA;PR0000024766D;CONSTRUTORA E INCORPORADORA GREENWOOD LTDA;409564;Total; 03/04/2025 ;809,56
29.142.026;77.6.0036.0220; 14/01/2025 ; 14/04/2025 ;;CORONEL ÊNIO MAIA CHAGAS;74;CIDADE INDUSTRIAL;ZR3-T - ZONA RESIDENCIAL 3 TRANSIÇÃO;Unidade Regional CIC;2;1;;407.692;;******;CONSTRUÇÃO;;200,00;145,26;;0,00;145,26;0,00;0;0;ALCIO DUARTE;PR0000032067D;ALCIO DUARTE;PR0000032067D;;409562;Total; 03/04/2025 ;145,26
32.087.032;04.0.0035.0102; 03/02/2022 ; 04/05/2022 ;;JOÃO GUALBERTO;916;ALTO DA GLÓRIA;ZR4 - ZONA RESIDENCIAL 4 - INCENTIVO CENTRO CÍVICO;Unidade Regional Matriz;10;18;;382.651;;******;CONSTRUÇÃO;;1.644,00;7.319,68;;0,00;7.319,68;0,00;0;0;FLAVIO APPEL SCHIAVON;A0061620;HUGO PERETTI NETO;PR0000061099D;HUGO PERETTI & CIA LTDA.;409578;Final; 03/04/2025 ;219,13
33.055.023;12.0.0070.0266; 27/10/2021 ; 25/01/2022 ;;PROFESSORA ROSA SAPORSKI;408;MERCÊS;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Matriz;2;13;;380.092;;******;CONSTRUÇÃO;;1.548,00;2.733,37;;0,00;2.733,37;0,00;0;0;RODRIGO PINA DIAS MARQUES;;RODRIGO PINA DIAS MARQUES;PR0000159335D;DUO PLAN CONSTRUCOES E INCORPORACOES - LTDA;409559;Total; 03/04/2025 ;2.733,37
42.088.003;25.0.0033.0330; 07/12/2023 ; 06/03/2024 ;;JOÃO PAROLIN;649;PAROLIN;ZUM - ZONA DE USO MISTO 3;Unidade Regional Portao;1;;1;398.152;;******;CONSTRUÇÃO;;537,30;316,14;;0,00;316,14;0,00;0;0;MARIO GILBERTO GOUDARD;PR0000018064D;CARLOS ALBERTO SALDANHA;PR0000018047D;;409547;Total; 03/04/2025 ;316,14
45.138.020;43.0.0075.0164; 15/02/2024 ; 15/05/2024 ;;JOÃO MARIA RIBAS;69;SANTA QUITÉRIA;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Portao;2;2;;399.423;;******;CONSTRUÇÃO;;294,00;283,46;;0,00;283,46;0,00;0;0;ELIZEU GARCIA LEAL;PR0000189362D;ELIZEU GARCIA LEAL;PR0000189362D;;409561;Total; 03/04/2025 ;283,46
55.018.033;47.1.0002.0568; 20/04/2023 ; 19/07/2023 ;;ÂNGELO DOMINGOS DURIGAN;1.460;CASCATINHA;ZR2 - ZONA RESIDENCIAL 2;Unidade Regional Santa Felicidade;1;1;;392.934;;******;CONSTRUÇÃO;;1.338,15;361,22;;0,00;361,22;0,00;0;0;SONIA FONSECA DE ARAUJO E SILVA;MG0000054021D;SONIA FONSECA DE ARAUJO E SILVA;MG0000054021D;;409575;Total; 03/04/2025 ;361,22
78.118.016;54.1.0010.0520; 11/07/2023 ; 09/10/2023 ;;LUCIO PEREIRA;213;TINGUI;ZR3 - ZONA RESIDENCIAL 3;Unidade Regional Boa Vista;2;1;;394.768;;******;CONSTRUÇÃO;;420,00;207,09;;0,00;207,09;0,00;0;0;WILSON PAULO BETTEGA;PR0000013035D;WILSON PAULO BETTEGA;PR0000013035D;;409551;Total; 03/04/2025 ;207,09
87.863.016;75.1.0013.0294; 20/05/2015 ; 18/08/2015 ;;MARCOS ROBERTO OLESKOWICZ;592;CIDADE INDUSTRIAL;ZUM - ZONA DE USO MISTO 1;Unidade Regional CIC;2;2;;335.460;;******;CONSTRUÇÃO;;126,00;93,80;0;0,00;93,80;0,00;;;AUTOR/RESP/N. DO CAU/N.DA RRT - VER OBSERVACOES;PR0000000001P;DANTE LUIZ KLIMOVICZ;PR0000025437D;CONSTRUTORA & INCORPORADORA SQUADRO LTDA.;409571;Total; 03/04/2025 ;93,80
